caption_id,caption,caption_rephrased
1652,"This joyful kids music tune accompanied by a soothing male vocal and ocean sound effects, transports the listener to a rainy day by the beach, ending with a satisfying thunderous outro.","I'm looking for a song that combines a joyful kids' melody with soothing male vocals and ocean sound effects to transport me to a rainy day by the beach, ending with a satisfying thunderous outro."
1653,"An intimate and raw acoustic ballad with an amateur recording quality, featuring twangy banjo melodies and a slow tempo that sets a nostalgic tone.","Recommend a heartfelt acoustic ballad with amateur-quality recording, twangy banjo riffs, and a slow tempo to evoke nostalgia."
1654,"This haunting and hypnotic song features a distant mellow piano chord progression, a sustained woodwind melody, and low quality chair squeaking sounds, creating a dark and eerie atmosphere.","I'm looking for music that captures a haunting and hypnotic mood with distant mellow piano chords, sustained woodwind melodies, and an eerie atmosphere, perhaps with some unconventional sound design elements like chair squeaks."
1655,"Get ready to groove with this catchy tune featuring energizing male and female vocals singing in perfect unison, backed by electric guitar riffs, punching drums, grooving bass guitar and a sprinkle of glockenspiel melodies, creating a truly uplifting and joyful sound filled with happy vibes!","Recommend the upbeat song featuring harmonious male and female vocals, electric guitar riffs, driving drums, and glockenspiel melodies that creates a joyful and uplifting sound."
1656,"This amateur recording features a blend of acoustic piano and synthesizer, bringing a unique mix of piano-style opera vibes alongside an emotive vocal sound.",I'm looking for music with a blend of acoustic piano and synthesizers that combines the atmosphere of piano-style opera with emotive vocals.
1657,"This is a raw and authentic ballad captured during a noisy live performance where the sustained stings, soft piano melody and soft crash cymbal perfectly complement the passionate and emotive muddy female vocal, resulting in a low quality but incredibly heartfelt piece.","I'm looking for music with a similar raw and emotional tone, recommend a song with a passionate female vocalist, piano accompaniment, and subtle percussion that captures the intensity of a live performance."
1658,"This low quality hip hop track features shimmering shakers, a hard 808 bass, punchy snare, and percussive shoe tapping, all enveloped in a reverberant, muffled, and boomy mix.","Recommend a hip hop track with shimmering shakers, hard 808 bass, punchy snare, and percussive shoe tapping, set in a reverberant, muffled, and boomy mix."
1659,"Immerse yourself in a serene musical journey with this contemplative song, combining the soothing power of meditation, resonant gong and bowl sounds, ethereal male voices chanting peaceful mantras, all set to a gentle, slow-tempo rhythm.","I'm looking for a song that features a blend of meditation-inspired instrumentation, haunting ethereal vocals, and peaceful mantras, with a calming tempo to help me relax."
1660,"Experience the heartwarming tale of love with a moderate tempo country rock melody, featuring a male voice that will sweep you off your feet, accompanied by the melodious bass guitar, soulful electric guitar and simple percussion, all fused together to create a deeply romantic mood.","Recommend a country rock song with a moderate tempo featuring a male vocalist, accompanied by bass guitar, electric guitar, and simple percussion, evoking a deeply romantic mood."
1662,"This compilation is an emotional mix of low quality, unbalanced stereo and reverberant, arpeggiated acoustic guitar melodies paired with a muffled hip hop beat and a melancholic soft rock song with a sadness that is conveyed through the sorrowful lyrics and the emotional, reverberant soft male vocal.",I'd love to listen to a music recommendation featuring low-quality acoustic guitar melodies paired with muffled hip hop beats and soft rock vocals that evoke sadness through sorrowful lyrics and emotional reverberation.
1663,"This fiery flamenco-inspired track features intricate acoustic guitar melodies, pulsing shakers, and a medium tempo that builds to a passionate climax.","I'm looking for music with intricate acoustic guitar, pulsing percussion, and a building passion similar to a flamenco-inspired track."
1666,"Experience the lively energy of an uptempo country/folk rock song featuring acoustic guitars, a cajon, and a cheerful male voice, despite the poor recording quality, that's sure to get you cheering along with its infectious positivity.","I'm looking for an upbeat country/folk rock song with acoustic guitars, cajon, and a cheerful male vocalist that can overcome poor recording quality to get me pumped up and cheering along with its infectious positivity."
1667,"This amateur recording features an uptempo backing track with a kids voice singing accompanied by acoustic drums, e-bass, and a sweet, flute-like instrument.","I'm looking for music similar to an amateur recording featuring an uptempo backing track with a kids voice singing accompanied by acoustic drums, e-bass, and a sweet, flute-like instrument."
1668,This amateur recording of a folksy tune features a mesmerizing mandolin solo and rhythmic clicking sounds throughout.,"""Recommend an album with similar folk instrumentation featuring mandolin solos and percussive elements, such as clicking sounds."""
1669,"This song is a video game themed piece featuring a retro-sounding keyboard and a groovy bass guitar with a simple, monotonous bass line, giving it an analog, generic vibe perfect for a repeated theme.",I'm looking for a song that captures the essence of retro video games with a prominent keyboard and simple bassline reminiscent of classic arcade themes.
1670,"This classical masterpiece features a wide mellow strings melody intertwined with a soft plucked strings melody, producing a truly mellow and emotional soundtrack that would fit perfectly in an epic movie.","Recommend the classical piece with a wide mellow strings melody intertwined with soft plucked strings, suitable for an epic movie."
1671,"An ambient and dreamy pop song featuring a female voice with a tremulous quality singing romantic lyrics in a foreign language, accompanied by a slow tempo violin melody and a resounding bass, with no percussion creating an ethereal atmosphere.","I'm looking for an ambient pop song featuring a female vocalist with a tremulous voice singing romantic lyrics in a foreign language, accompanied by a slow tempo violin melody and resonant bass, without percussion, creating an ethereal atmosphere."
1672,"An indie rock and alternative track with melodic singing and an eastern tune that joins the easygoing male vocal, simple bass lines, and generic electronic drums to create a unique, yet accessible sound.","I'm looking for an indie rock/alternative track featuring melodic singing, Eastern-inspired melodies, simple basslines, and generic electronic drums."
1673,"Get ready to embark on an otherworldly experience with this gritty, low quality track that's sure to leave you hypnotized by the loud and modulating low tones of the didgeridoo, taking you on a journey of weird and buzzy soundscapes, all presented in mono for a truly unique and immersive listening experience.","Recommend the song that features a didgeridoo-heavy track with loud, modulating low tones, weird soundscapes, and a mono mix for an immersive experience."
1674,"Despite the poor audio quality, this techno pop song featuring a male singer and trance music vibes with electronic dance music elements is a groovy masterpiece, accompanied by male backup singers, a hissing noise, and keyboard harmony that will make you feel like you're in a live audience at a medium tempo dance arena, with people jumping and dancing to the modern techno hits, strong bass line, and techno drumming rhythm, highlighted by strong bass drum kicks and a hypnotic keyboard trance melody.","Recommend me a techno pop song with a male singer, trance music vibes, electronic dance music elements, strong bass line, and hypnotic keyboard trance melody, similar to the described song with medium tempo and energetic atmosphere."
1675,"This amateur recording featuring a slow tempo and a psychedelic feel, combines distortion guitar, bass, percussion, tambourine, shaker, and keyboard fills with emotive male vocals and scratchy guitar effects resulting in a low quality audio mix.","I'm looking for music that combines distorted guitars, bass, percussion, and psychedelic elements with emotive vocals and scratchy guitar effects at a slow tempo."
1676,"This hip hop track features vintage vinyl scratching and groovy deck scratching over chill beats, a jazzy drum pattern, and a smooth brass melody.","Recommend the hip hop track with vintage vinyl scratching, groovy deck scratching, chill beats, jazzy drum pattern, and smooth brass melody."
1678,"Featuring a captivating blend of yodeling and semi-acoustic guitar, this raw and authentic recording showcases an amateur female vocalist's emotive performance at a gentle and introspective pace.",Recommend a song featuring yodeling and acoustic guitar with a gentle and introspective vibe by an amateur female vocalist.
1679,"Get ready for a dark and energetic ride through heavy metal and hard rock with this mid-tempo song featuring an aggressive drum kit and heavily distorted electric guitar, all set against a dark ambience background and completed with guttural vocals.","I'm looking for a heavy metal/hard rock song with aggressive drums, heavily distorted guitars, dark ambiance, and guttural vocals to match the intense energy I crave."
1680,"This intense and gripping track features electronic percussion driving a dark and ominous rhythm, with eerie sound effects adding to the tension, the occasional gunshot adding a further element of violence to the mix, and the whole track culminating in a loud and intense crescendo.","I'd love to hear more music with dark electronic beats and ominous sound effects, like the one that builds up to an intense crescendo, featuring occasional gunshots and eerie atmosphere."
1681,"This captivating song features an amateur recording with a lush and emotive string section, a delicate piano melody, ethereal synth pads, and haunting shooting sounds in the background, all complimented by a powerful and captivating male voice.","Can you recommend me a song that features an amateur recording with a lush string section, delicate piano melody, ethereal synths, and haunting sound effects, accompanied by a powerful male voice?"
1682,"An uptempo pop/rock anthem with electrifying e-guitar riffs and a pulsating e-bass, blended with soaring piano melodies and the driving sound of acoustic drums, all while accompanied by the revving of motor racing engines, with a powerful male lead vocal and complemented by the harmonious female backing voice.","I'm looking for an uptempo pop/rock anthem featuring electrifying e-guitar riffs, pulsating e-bass, soaring piano melodies, driving acoustic drums, and a powerful male lead vocal accompanied by harmonious female backing vocals."
1683,"of memories
Experience the nostalgic feel of a country rock classic with a varied combination of male voices, acoustic and electric guitars, drums, and bass that come together like a beautiful collage of memories.","""Recommend a country rock song with multiple male vocals, acoustic/electric guitar mix, and prominent drums/bass that evokes a nostalgic feel."""
1684,"This meditative song features gentle pad sounds and a delicate harp melody, creating a soothing and calming atmosphere through its slow tempo and serene sonic textures.",I'm looking for music that creates a soothing and calming atmosphere with gentle pad sounds and a delicate harp melody.
1685,"This techno track features a punchy 4 on the floor kick and snare, a groovy bassline, echoing synth keys, a short haunting synth lead, and weird percussive sound effects that come together to create a groovy and energetic listening experience.","I'm looking for techno tracks with a punchy 4/4 kick and snare, groovy basslines, echoing synth keys, haunting synth leads, and quirky percussive sound effects that combine to create an energetic vibe."
1686,"Get lost in the energetic and animated vocals of a male singer over a vigorous and vital edm electro-pop beat, featuring electrifying synthesiser articulation and scratching sounds, all brought to life through the dj mix of vinyl records and turn table mastery, making for a youthful and enthusiastic dance groove perfect for any dance floor, club, or ambient setting.","I'm looking for an EDM electro-pop track with energetic vocals, synthesizer articulation, and scratching sounds mixed from vinyl records and turntables to create a youthful dance groove perfect for any setting."
1687,"The low-quality recording captures the dynamic energy of the live performance, with the sound of loud clapping, crowd cheering, and whistling reverberating throughout the hall as the orchestra reaches its crescendo.","""Recommend a classical music track that captures the dynamic energy of a live performance with loud applause, crowd cheering, and whistling in the background."""
1689,"This private video of a live concert captures a lifetime experience of people cheering and clapping randomly with fun, exciting, and emotional moments, albeit with poor audio quality and ambient noises, featuring a song introduction with whistling tones and slow tempo laid over an instrumental music with piano accompaniment, strong bass line, and distant music.","""Can you recommend a song that captures the energy of a live concert, with whistling tones, slow tempo, and a mix of piano accompaniment, strong bass line, and distant music?"""
1690,"This metal-rock track exudes an upbeat, uptempo energy with a fully distorted e-guitar sound, amplified by aggressive vocals and an amateur recording for an authentic, raw edge.","I'm looking for more metal-rock tracks with an upbeat, uptempo energy, fully distorted guitar sound, aggressive vocals, and an amateur recording to give it a raw edge."
1691,"Get ready to be transported to a world of electronic sounds and hypnotic game music with this instrumental track that is both repetitive and captivating, without a single word uttered.","Recommend an instrumental electronic track that features repetitive and captivating sounds reminiscent of video game music, but with no vocals."
1692,"Experience the ultimate reggae vibe with this incredible live performance captured at a soulful concert, featuring the soothing sounds of a saxophone, electrifying chords of an electric guitar, the deep bass grooves of a bass guitar, and the calming beat of acoustic drums for a truly relaxing musical experience.","Recommend me a reggae music album featuring live saxophone, electric guitar, bass guitar, and acoustic drums to create a relaxing and soulful atmosphere."
1693,"This easygoing, instrumental jam features a single electric guitar with an impressive guitar solo, complete with echo and effect pedal, creating a simple yet captivating tune perfect for any relaxed atmosphere.","I'd like to recommend a song that features a lone electric guitarist with an impressive solo, emphasizing reverb and effects pedals, creating a mellow vibe suitable for a laid-back setting."
1695,"This emotional love song, performed by a female singer with black gospel music influences, incorporates elements of soul, jazz, and blues music with a slow tempo, percussive bass line, jazz drumming rhythm, and piano accompaniment to tell the story of missing a special someone and dreaming of being together forever, all while declaring how much they love you so badly.","I'm looking for a song that combines black gospel music influences with soul, jazz, and blues elements, featuring a slow tempo, percussive bass line, jazz drumming rhythm, and piano accompaniment to convey the longing for a loved one."
1696,"This upbeat track features a talented female singer delivering spirited, emotionally charged vocals over reggae hits and tropical dance beats, complete with blaring trumpets, infectious Caribbean percussions rhythm, groovy guitar accompaniment, and a steady bass line and drumming rhythm that combine for a classic reggae groove complemented by brass band harmony and classic reverse hits, making it the perfect Caribbean-style anthem to inspire and ignite a dance groove at any beachside party where people are joyfully dancing and celebrating the good things in life because, after all, life is a dance that is meant to be enjoyed to the fullest.","I'm looking for an upbeat reggae track with spirited vocals, tropical beats, and classic brass band harmony to get people dancing at a beachside party."
1697,"Experience an electric and unforgettable DJ set with mesmerizing live performances featuring classic turntable scratching, groovy bass lines, mellow drums, and eclectic guitar samples all wrapped in an urban atmosphere.","""Recommend a DJ set that combines classic turntable scratching with modern beats and samples for an unforgettable urban atmosphere."""
1698,"This energetic electronic song boasts a medium-fast tempo and features a loud, sharp and rather unpleasant droning sound alongside slick synthesiser arrangements, a mesmerizing bass drum and snare combination, digital drums and hypnotic psychedelic effects, ensuring it's ideal for the club scene and a DJ's sonic arsenal.","I'm looking for electronic songs with a medium-fast tempo featuring droning sounds, synthesiser arrangements, hypnotic drumming, and psychedelic effects, suitable for the club scene."
1699,"This uptempo song features a raw and emotional performance, driven by the rhythmic strumming of an acoustic guitar and accented with the haunting echoes of a tremolo effect, all captured in an amateur recording that adds to the authenticity and energy of the piece.","I'm looking for more music like this uptempo acoustic song with raw and emotional vocals, tremolo effects, and a lo-fi recording quality."
1700,"This country folk song instrumental features a soothing, mellifluous acoustic guitar accompaniment, steady drumming, and peaceful melodies of banjo, dobro, and autoharp harmony to create a mellow yet dulcet country pop instrumental that relaxes the mind and warms the heart.","Recommend an acoustic country folk song with soothing guitar, steady drums, and harmonious banjo, dobro, and autoharp melodies that create a mellow and warm atmosphere."
1702,"An ambient sci-fi instrumental track, featuring space sounds and metallic elements with screeching and dissonant synthesizer filter sweeps, creating a cold and desolate atmosphere highlighted by a reverb-drenched wooshing effect.",I'm looking for an ambient sci-fi instrumental track that combines space sounds and metallic elements with screeching synthesizer filter sweeps to create a cold and desolate atmosphere featuring a reverb-drenched wooshing effect.
1703,"Featuring a blend of organic and electronic sounds, this upbeat pop tune boasts a catchy female vocal layered over a driving electronic drum beat and strings, all while invoking images of rustic furniture being built in a cluttered workshop, complete with the familiar sound of nails being hammered into wood drawers.","Recommend a pop song featuring a blend of organic and electronic sounds, with a catchy female vocal, driving drum beat, and strings, evoking images of a cluttered workshop with hammering nails on wooden drawers."
1706,"This uptempo afrobeats track features a groovy synth bass and repetitive synth melody, paired with punchy kicks and snares that give it an energetic feel, while the fruity male vocal is enhanced with autotune and echoing effects, and a low quality background processed male vocal creates an overall dynamic sound.","I'm looking for upbeat afrobeats tracks featuring synth bass, repetitive synths, and punchy percussion, with unique vocal processing like autotune and echoing effects."
1707,"This instrumental fast-tempo video game music features a boisterous and noisy synthesiser arrangement with beeping, whirring, and clicking sounds, gunshots, and phone ringing, creating a busy and scratching sound that is upbeat, energetic, and enthusiastic, perfect for an animated and spirited home video.","I'm looking for music with a fast tempo, synthesizer-heavy instrumental track featuring beeping, whirring, and clicking sounds, gunshots, and phone ringing that's upbeat, energetic, and enthusiastic."
1708,"This uptempo rock song features an amateur recording with electrifying e-guitars and e-bass, while the acoustic/digital drums keep the beat alongside the sound of hands clapping, all driven by a male voice singing with passion.","Recommend an uptempo rock song with amateur recording, electrifying e-guitars and e-bass, acoustic/digital drums, hands clapping, and passionate male vocals."
1709,"Get lost in the wave of euphoria with this emotional pop masterpiece featuring passionate male vocals, wide harmonizing mixed vocals, a punchy snare, groovy piano chord progression, funky electric guitar melody, groovy bass guitar, shimmering hi hats, and a punchy kick - it's addictive and guaranteed to leave you feeling euphoric.","Recommend the emotional pop masterpiece with passionate male vocals, wide harmonies, punchy snare, groovy piano chords, funky electric guitar, groovy bass, shimmering hi hats, and a punchy kick that leaves listeners feeling euphoric."
1710,"Get ready to rave all night with this Melbourne shuffle inspired electronic dance music track, featuring explosive electronic drums and a throbbing synth bass, accompanied by a soaring pad, perfect for letting loose on the dance floor with its loud, energetic and hyperactive beats.","I'd love to hear an electronic dance music track with Melbourne shuffle inspiration, featuring explosive drums and synth bass, for a high-energy dance party experience."
1711,"This vintage rock song boasts a low quality sound with harsh cymbals and muffled vocals, all brought to life by loud electric guitars and a buzzy bass guitar that create a punchy and energetic energy.","I'm looking for a vintage rock song with harsh cymbals, muffled vocals, and loud electric guitars and a buzzy bass guitar that creates a punchy and energetic energy."
1712,"This raw and gritty rock song features electrifying guitar riffs with a distortion effect, frenzied improvisation, and a distorted low-quality audio recording that captures every string noise.","I'm looking for a rock song with electrifying guitar riffs featuring distortion effects, frenzied improvisation, and a raw, low-quality audio recording that captures every string noise."
1713,"Recorded with an amateur quality, this uptempo song features a female voice echoing with gospel feels, hand claps, low quality recording, prominent bass notes, and a repetitive melody that'll surely lift your spirit.","I'm looking for an upbeat song with a female gospel-inspired vocalist, hand claps, low-fi production, prominent bassline, and catchy repetitive melody that's guaranteed to boost my mood."
1714,"This electro track features a wide and echoing synth lead melody over low quality, yet wide and mellow synth pad chords, driven by a punchy 4 on the floor kick pattern that creates an energetic beat.","I'm looking for electronic tracks with a prominent echoey synth lead, mellow pads, and a driving 4/4 kick drum pattern."
1716,"This high-energy gospel song features a powerful male vocal delivering a preach-like message while accompanied by a melodic singing male choir, groovy bass guitar, driving acoustic drums, and uplifting organ, all layered with the infectious rhythmic shake of a tambourine, making for a truly unforgettable live religious performance, perfect for any Christian church service.","I'm looking for a high-energy gospel song with a powerful male lead vocal, harmonized by a melodic choir, and featuring prominent bass guitar, drums, organ, and tambourine to add energy and upliftment to my church service."
1717,"This raw and gritty rock cover features a low-quality recording with a noisy acoustic rhythm guitar, mono mix, and a hauntingly emotional nasal echoing male vocal.","I'm looking for music recommendations that feature raw and gritty rock covers with low-quality recordings, noisy acoustic rhythms, and hauntingly emotional vocals."
1718,"Experience the warm and joyful Christmas vibes through the smooth and mellifluous male voice, upbeat drums, electrifying synth sound, and groovy bass guitar in this enchanting holiday tune.","Recommend a festive holiday song with a smooth male vocalist, driving drumbeat, synthesizer riffs, and funky bass lines that evoke warm Christmas vibes."
1720,"Transport yourself to a sultry and enchanting realm with this captivating song that infuses traditional Middle Eastern music and Maghreb pop, painting a serene and melodic soundscape accentuated by the enchanting tones of the ney instrument, inviting listeners to gracefully dance in a tranquil and calming atmosphere.","Recommend a song that blends traditional Middle Eastern music with Maghreb pop, featuring enchanting tones of the ney instrument to transport listeners to a serene and melodic soundscape."
1723,"This experimental electronic jam features an instrumental arrangement highlighted by a pulsating drum machine, melodic pads, and chopped-up sounds, while also incorporating finger tapping and electronic drums for an amateur sounding yet captivating experience.","I'm looking for experimental electronic music with a pulsating drum machine, melodic pads, and chopped-up sounds that incorporates finger tapping and electronic drums for an amateur-sounding yet captivating experience."
1724,This upbeat song bursts with joyful energy as its background music and the starting engine of a helicopter come together to create an infectious sound that's guaranteed to uplift and inspire.,I'm looking for an upbeat song that combines energetic music with a helicopter soundtrack to lift my spirits and inspire me.
1725,"Experience the serene sounds of a live classical performance, featuring the soothing tones of a vibraphone, creating a tranquil and calm atmosphere, all captured in a low quality recording that transports you to a world of high-pitched bliss.","I'm looking for music recommendations featuring live classical performances with vibraphone and soothing tones that create a calming atmosphere, ideally with low-quality recordings."
1726,"This raw and energetic live recording captures the pulsing house beat and gritty, low fidelity sound, complete with the authentic ambiance of camera noise picked up by a small microphone.","I'm looking for music that captures the raw energy of a live house party atmosphere with a pulsing beat and gritty sound, similar to this recording."
1728,"This moving, cinematic ballad evokes a melancholic mood with its haunting piano melody, digital string section, and bass string instrumentation, all interwoven seamlessly to create a sad, slow tempo masterpiece.","Recommend a song that combines haunting piano melodies with a digital string section and bass strings for a melancholic, cinematic ballad at a slow tempo."
1729,"This fast-paced country/bluegrass song features virtuosic yodeling from both male and female vocalists, supported by steady bass and drums, guitar, and simple rhythms and chord progressions.","I'm looking for a fast-paced country/bluegrass song with virtuosic yodeling from both male and female vocalists, supported by steady bass and drums, guitar, and simple rhythms and chord progressions."
1730,"This captivating electronic music tune features energetic Thai-inspired rhythms with dynamic electronic drums and keyboard accompanied by both female and male vocal samples that weave together to create a catchy repeated theme, making it the perfect DJ music for the dance floor.","Recommend an electronic song with Thai-inspired rhythms, dynamic drums, keyboards, and vocals from both female and male samples that create a catchy theme, suitable for DJ playlists."
1731,"Get ready to stomp along to the lively yodel-filled tune of an amateur recording showcasing male voices yodeling, accompanied by the playful interplay of accordion, acoustic guitar, and upright bass in this fast tempo, folkmusic-inspired gem.","Recommend a folk-inspired song with a lively tempo featuring male yodeling vocals accompanied by accordion, acoustic guitar, and upright bass."
1732,"Feel the calming and atmospheric vibes with this slow tempo track featuring a dreamy synthesizer pad and soothing acoustic piano, all seamlessly intertwined with a serene vocal sample for the ultimate relaxing experience.","Recommend a song with a slow tempo, dreamy synthesizer pad, and soothing acoustic piano, along with a serene vocal sample, for an ultimate relaxing experience."
1733,"Experience the thrill of a bustling day at the office with this smooth jazz instrumental, accompanied by the hissing tones and crashing cymbals of printers in distress, a groovy bass line, steady drumming rhythm, and immersive ambient noises that transport you straight into a busy office space, despite the poor audio quality.",Recommend an instrumental jazz track with a soundscape of printers and office ambiance to immerse me in a busy work environment.
1734,"This instrumental song is a signature representation of Chicago blues, characterized by an entrancing shuffle rhythm accompanied by a repetitive bass riff, low tom backbeat, and beautifully intertwined melodies of saxophone, harmonica, electric guitar, acoustic piano, and hammond organ.","Recommend an instrumental song that embodies classic Chicago blues style with a shuffle rhythm, repetitive bass riff, tom backbeat, and intermingling melodies of saxophone, harmonica, electric guitar, piano, and Hammond organ."
1735,"This high-energy bluesy funk tune features funky guitar playing, grungy electric guitar riffs, a simple drumming groove, and a burly raspy male vocal delivering soulful lyrics that will transport you straight into the heart of the bluesy funk genre.","""I'm looking for a high-energy bluesy funk tune with funky guitar playing, grungy electric guitar riffs, a simple drumming groove, and a burly raspy male vocal delivering soulful lyrics."""
1736,"Transport yourself to a peaceful state of mind with this meditative track filled with evolving synth pads, tranquil birds chirping, and the calming sound of wind blowing against a slow running tempo.","Recommend a song that features evolving synth pads, bird sounds, and gentle wind effects with a slow tempo to help me relax and transport myself to a peaceful state of mind."
1737,"Listen to this gritty, low quality track with an arpeggiated electric guitar melody, aggressive echoing effect, and a noisy atmosphere that will make your heart race.","Recommend a song featuring an arpeggiated electric guitar melody, aggressive echoing effects, and a noisy atmosphere to create a high-energy listening experience."
1738,"This lively instrumental jam features a captivating electric guitar solo, enhanced by an effect pedal to create a chorus of dreamy and psychedelic sounds, all backed by simple yet engaging tunes, with no singer in sight.","I'm looking for music recommendations that feature a prominent electric guitar solo with effects pedal work, set to simple and catchy instrumental tracks without vocals."
1739,"This soulful and passionate R&B/soul cover features a low quality, noisy production and a steel guitar solo melody that cuts through the pedal tapping noise to deliver a raw and authentic sound.","I'm looking for more R&B/soul music with a similar low-fi, gritty vibe and prominent steel guitar solos like the song I recently discovered, but with better production quality."
1740,"Get ready for an epic journey through progrock's soundscapes with soaring e-guitar solos, heart-wrenching male vocal harmonies, powerful acoustic drums, and an uplifting background cheering, all wrapped up in a slow to medium tempo ballad.","Recommend me a song that combines soaring electric guitar solos with heart-wrenching male vocal harmonies, powerful acoustic drums, and uplifting backing vocals in a slow to medium tempo ballad."
1741,"This spooky cinematic piece features a quirky theremin melody paired with a hauntingly beautiful piano counter melody over a sci-fi inspired waltz rhythm, all brought together with the grandeur of an orchestra.",I'm looking for music that combines quirky theremin melodies with haunting piano counterpoint and a sci-fi inspired waltz rhythm accompanied by a full orchestra.
1742,"Get ready to rock to the punchy, youthful electro pop beats of this electrifying song, featuring high-strung synthesizer arrangements, female vocals, and a catchy vocal riff that will have you dancing to the vibrant, buoyant dance groove, complete with boomy bass drops and the ultimate party music vibe - all despite its slightly inferior sound quality and intentionally distorted sound, making it the perfect choice for club-goers looking for a high-energy, instrumentally-rich DJ track that fuses the best of EDM and distorted music into one unforgettable hit.","Recommend a song with punchy electro pop beats, synthesizer arrangements, female vocals, catchy vocal riffs, boomy bass drops, and intentional distortion for a high-energy DJ track that fuses EDM and distorted music."
1743,"Get ready to bounce to the slow tempo pop rap beats with a youthful and buoyant energy as the amateur percussionist brings on a punchy drum machine and addictive catchy vocal riff, all with a hip-hop flair and digital drumming that creates a boomy dance groove with a male vocalist and low audio quality that adds to the rawness of this exciting fusion of rhythm arrangement and beep-laden rap.","Recommend a pop-rap track with slow tempo beats, youthful energy, punchy drum machine, catchy vocal riff, hip-hop flair, and low audio quality for a raw, danceable groove."
1747,"This electrifying electro/techno track is highlighted by mesmerizing synthesizer arpeggios and driving electronic drums, creating a relentlessly upbeat and energizing atmosphere.","""Recommend an electro/techno track with mesmerizing synthesizer arpeggios and driving electronic drums that creates a relentlessly upbeat and energizing atmosphere."""
1748,"This upbeat song features a melodic vibraphone, playful percussion, and a repeated theme that will have you tapping your feet to the rhythm.","Recommend an upbeat song featuring a melodic vibraphone, playful percussion, and a catchy repeated theme for maximum foot-tapping enjoyment."
1751,"This low quality, noisy jazz track features a repetitive, sipping sound effect accompanied by strange burping sounds, all presented in mono for an intentionally lo-fi ambiance.","I'm looking for music that combines jazz with intentionally low-fidelity production and unusual sound effects, such as sipping and burping noises."
1752,"Get lost in the hypnotic sounds of this indie rock and experimental pop anthem, featuring male vocals that blend perfectly with the groovy acoustic guitar and bass guitar, layered over ambient synth and electronic drums with trippy sound effects, creating a truly psychedelic musical experience.","Recommend an indie rock and experimental pop song featuring male vocals, acoustic guitar, bass guitar, synth, and electronic drums with trippy sound effects that creates a psychedelic musical experience."
1754,"This rock-influenced singer-songwriter track features powerful male vocals, driving acoustic guitar riffs, and a solid e-bass groove, all delivering a medium to uptempo pace.","Recommend a rock-influenced singer-songwriter track with powerful male vocals, driving acoustic guitar riffs, and a solid e-bass groove at a medium to uptempo pace."
1755,"This instrumental rock song boasts a powerful, intense sound with no accompaniment, featuring a medium tempo and the piercing wail of an amplified electric guitar; as the fingers slide over the fret, the sonic power and vibrations of the string instrument are harnessed and unleashed, creating a catchy, unyielding metal anthem.","I'm looking for instrumental rock songs with amplified electric guitar that features piercing wails and medium tempo, similar to the intense sound described in this song."
1756,"This majestic and dramatic song features powerful orchestral arrangements, cinematic grandeur, intense animal noises, and an epic sound that will leave you breathless.","I'm looking for a song with powerful orchestral arrangements, cinematic grandeur, intense animal noises, and an epic feel that leaves the listener breathless."
1758,"This Latin-infused track possesses a lively and complex flair with its low tuned bass drum, fast strumming acoustic guitar, hand percussion, tambourine, guiro, and modern electric bass, as well as featuring an electric guitar with a distinctive wah sound and a fast beat, hand claps and a tambourine complementing a passionate female singer delivering a flamenco-influenced, acoustic guitar solo with intricate, complex chords that makes you want to dance to its quick tempo.","I'm looking for a song that combines Latin and flamenco elements with a lively mix of instruments, including a low-tuned bass drum, fast strumming acoustic guitar, hand percussion, and distinctive electric guitar riffs, featuring a passionate female singer and intricate acoustic guitar solo."
1759,"This fast-paced instrumental song is a chaotic blend of distorted and dissonant electronic sounds, incorporating unrelated video game beeps and shooting noises to create a confusing and static-filled atmosphere that culminates in an enthusiastic cacophony of game end music.",Recommend songs that combine chaotic electronic sounds with video game beeps and noises to create a dissonant and static-filled atmosphere culminating in an enthusiastic cacophony of game end music.
1760,"This dramatic opera piece is brought to life by a powerful female singer, accompanied by an enchanting orchestral arrangement that highlights the atmospheric elegance of the string bass, harp, and string ensemble, all resonating majestically within a concert hall reverb.","I'm looking for music recommendations featuring powerful female vocals accompanied by orchestral arrangements highlighting string bass, harp, and ensemble, with a dramatic and atmospheric sound."
1761,"This jam was born out of a hard-hitting rehearsal, captured with an amateur recording that features a crunchy, distorted electric guitar riff and random instrumental twists, all without a singer.","Recommend a song featuring a crunchy, distorted electric guitar riff and random instrumental twists with no vocals."
1762,"This powerful anthem/hymn features male voices singing over a serene backdrop of swelling strings, delicate triangles, thundering timpani, and a grounding upright bass, all coming together in a slow, contemplative tempo.","I'm looking for music that features male voices singing over a serene backdrop of swelling strings, delicate triangles, thundering timpani, and a grounding upright bass in a slow, contemplative tempo."
1763,"This amateur recording captures a truly meditative experience through its cinematic and atmospherical vibe, beautiful synth pad drone sounds, and occasional background noises that add to the overall ambience.","I'm looking for music recommendations with a similar atmosphere of cinematic soundscapes, ambient synths, and subtle background noise that creates a meditative experience."
